email,password,type,status,role,token
suspendedMember65@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NjUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTY1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI2LCJleHAiOjQ5MzUwODY1MjZ9.pYv17APcMAgrqCwHgs3MgUtXWtetRLhhh5i_ceAjWkM
suspendedMember66@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NjYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTY2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.dKDW3a_AoIN8bWGc8eolKNPa7TOdPvFHAquXmg6e0UI
suspendedMember67@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NjciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTY3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.dn36ARW4WYCl6DcpIcbpOp8_Ngzvrl7h2LSWbi7sg4U
suspendedMember68@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NjgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTY4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.hooe4XyCP7-NJ-Up-uLjDj6Ttn0usIe0oIxJ0Obi8JQ
suspendedMember69@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NjkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTY5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.M0uaOO4-gmFLWNrPKDkxbxrT1y7el7oyhkBFhUU6008
suspendedMember70@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTcwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.N0GvdZp41oYpdAH1hoaHSK0ncYAjz4WKvA5ygzGt5hY
suspendedMember71@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTcxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.aLR_88bMVV4V8ulkNGwsKz2QU3ywopamJXM3GMVLD00
suspendedMember72@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTcyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.kE3PsENrqltxsatslM7Eky8ea_o--_WDKCPOi0WMEIo
suspendedMember73@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTczLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.qrOQYVCzRg2A9ugPN7tDImzw2z05RsBi_u-AUWNlvsk
suspendedMember74@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTc0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.vx8Pisjwy_HBXf0ZTSvftf8QiqDGrt4FIw90b_Zfp9s
suspendedMember75@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTc1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI3LCJleHAiOjQ5MzUwODY1Mjd9.s_cJ6-DCmQ5Uxr6xHxyRuJv5S4_6qEkxv2DpHYppopo
suspendedMember76@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTc2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.MqxkBq6QwPwhW-elP_6enfAZ1WFP9IktVgOWK8Szbt4
suspendedMember77@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTc3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.BskP9V7R0kL4GqHTxxUYxfWjnmOYPvS6m26kQypTnSc
suspendedMember78@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTc4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.6s1IPR8xqUyLD-u2uBx6f435NeJocPDA1fOWFd4m8Y8
suspendedMember79@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1NzkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTc5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.Jh8NXsdxhMzosSVQSzNTF4tM2ZPgLyG1igcR4Weq3hU
suspendedMember80@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTgwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.bgH33YfbscfAAgKhuyPpbZ3Rb0sU2oUCMhsEif9J-P0
suspendedMember81@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTgxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.hEAE32FN68a97qlgWSXJAVp0xnuJYFkrKGRJutO7X08
suspendedMember82@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTgyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.H5-U550-tynG5_tE4FMKdIzRtBi2iHfFjrZfWBFBUI4
suspendedMember83@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTgzLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.0j6op5JB-sss2pYz3xC5Kshzkbtrrfem3SmWi8tWLW8
suspendedMember84@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTg0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.HnVjsyuoZ-ytdooJ_ahR1vRoMdIPbPqnGGHQUqU5iGc
suspendedMember85@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTg1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI4LCJleHAiOjQ5MzUwODY1Mjh9.6iKlo5WBPgjrXmdeY8trlEa5T4nFwVeWovfdA69E4Z4
suspendedMember86@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTg2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.MwymnDl5s1zILGwWH7h6jXnn4MZdLY3diGAmvcb53nY
suspendedMember87@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTg3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.CWJwUnWaZeDt3ZHhKJcvt35d9pqgaLI8ikJznlCmUVk
suspendedMember88@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTg4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.xl8aFl1JpQDgGBiMoZxwSzLajiJv_9ZNxw0R3pQ4zWM
suspendedMember89@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1ODkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTg5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.Q0AGViSIFLYMI5C3rfnOBGFNGSaq8Jk19Oj4rtYvpO8
suspendedMember90@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTkwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.ewPFi4tCDkLWjUfOtXCRvI0i19CtCgBk1jaS1utKBXs
suspendedMember91@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTkxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.iCiNA-5cMWgDA85iYs6QgTSog7LKJwrBhpwnenukAZk
suspendedMember92@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTkyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.nLtUBl_9rLZ_bAc2W8GwEYTkLjKNc5gyYTZ-1Rnq7fc
suspendedMember93@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTkzLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.GHQP4xYpGkDF2tKMWnWJWYlRjuMuBmRVuaOCs1-AxBw
suspendedMember94@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTk0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.knuaL0276lMTZZKBqEUOC9LEOHpcmArP5dK9amepB0k
suspendedMember95@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTk1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTI5LCJleHAiOjQ5MzUwODY1Mjl9.jrVhgSLKlxM-_T4uvlu-s1q_ZjEpb_HuerLQ51hxIc4
suspendedMember96@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTk2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9._87L078UY85fQxpj6hDvPb460FDAhWU05CMPHkpTnJA
suspendedMember97@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTk3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.OH3qo0iyGolG7KvnXTNFTE_F_jY9LvcRjMx9vrFESYw
suspendedMember98@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTk4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.cnCsz5MQruIv5Sd0EECvsmSv9o0Dbh_IhQdOwTCh9IE
suspendedMember99@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI1OTkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NTk5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.VlDCq0dbKBic6HV2sTgSvGryUGOEkGm8F9WLds_cL4c
suspendedMember100@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjAwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.JKzW9pe_LJ3NeziMCR3olGglO1x579vm8lApmlUMkJs
suspendedMember101@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDEiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjAxLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.fFu6p4BFGJIPPMDell4AqMQEPfMCPCWvK5CYcX0sd18
suspendedMember102@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDIiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjAyLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.M8fruSUeFmnLdHJAtZj_2C6Mblt3G7W3cI0pDFYuBjc
suspendedMember103@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDMiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjAzLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.SM8EVBW3WszHv8pTUYVx_Q6YK6znXiBdw9-AOkdf9A8
suspendedMember104@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDQiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjA0LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.Uf35Qh5WVNiO9mQtP_6GFZdfG1JB64CmQj941QCaJcU
suspendedMember105@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDUiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjA1LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMwLCJleHAiOjQ5MzUwODY1MzB9.P2lZ8ilsBiuWgSYVNQRPiDF7KM_AreE1bkVrhZvV_3c
suspendedMember106@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDYiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjA2LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMxLCJleHAiOjQ5MzUwODY1MzF9.MThY6XMrDxw5BUm0V-XKeuHV924g8cVLFk1QKixoevE
suspendedMember107@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDciLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjA3LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMxLCJleHAiOjQ5MzUwODY1MzF9.fTi1QlZQhfIB08P4qVc7mChTDb-ah6Z2JA4R9hbfi9w
suspendedMember108@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDgiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjA4LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMxLCJleHAiOjQ5MzUwODY1MzF9.WGBMCPuDNY6Bq2WmpnZAMAsN6O9WyJmbc1MtIvyF050
suspendedMember109@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MDkiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjA5LCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMxLCJleHAiOjQ5MzUwODY1MzF9.hAPbux58LkCb3MNZrtxY0eHGZ8MfAgSrRqz09MzYHc8
suspendedMember110@test.com,password123!,MEMBER,SUSPENDED,CUSTOMER,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiI2MTAiLCJpc3MiOiJpLWNvbW1lcmNlIiwicHJpbmNpcGFsVHlwZSI6Ik1FTUJFUiIsImFjY291bnRJZCI6NjEwLCJyb2xlIjoiQ1VTVE9NRVIiLCJhY2NvdW50U3RhdHVzIjoiU1VTUEVOREVEIiwiaWF0IjoxNzgxNDg2NTMxLCJleHAiOjQ5MzUwODY1MzF9.IpUgLngfInkWQezYzQDc58y1uj8G-FtiHhkXFJYtpKE
